zcta,name,city,county,state,median_hh_income,median_age,total_households,total_pop,male_pop,pop_25plus,bachelors,masters,professional,doctorate
02576,ZCTA5 02576,West Wareham,Plymouth,MA,59978,48.7,1857,4406,1934,3262,534,138,12,14
02584,ZCTA5 02584,Nantucket,Nantucket,MA,-666666666,-666666666.0,24,24,0,24,0,0,0,0
02601,ZCTA5 02601,West Yarmouth,Barnstable,MA,63432,39.7,6784,17178,8335,12343,2010,829,125,155
02630,ZCTA5 02630,Barnstable,Barnstable,MA,135735,51.0,690,1922,994,1464,375,355,95,16
02631,ZCTA5 02631,Brewster,Barnstable,MA,96133,56.0,4491,10176,5101,8228,1911,1565,216,313
02632,ZCTA5 02632,Centerville,Barnstable,MA,114936,48.8,4673,11929,5939,8999,2090,1276,372,127
02633,ZCTA5 02633,South Chatham,Barnstable,MA,91974,66.2,2332,4667,2327,3856,1328,811,189,249
02635,ZCTA5 02635,Cotuit,Barnstable,MA,94844,57.4,1416,3007,1490,2478,736,360,59,155
02637,ZCTA5 02637,Cummaquid,Barnstable,MA,207878,66.2,165,323,145,323,107,34,11,54
02638,ZCTA5 02638,Dennis,Barnstable,MA,105639,61.5,1429,3146,1487,2685,520,401,94,35
02639,ZCTA5 02639,Dennis Port,Barnstable,MA,57679,51.1,1671,3308,1746,2555,625,227,16,0
02641,ZCTA5 02641,East Dennis,Barnstable,MA,-666666666,66.8,154,319,158,261,142,30,46,0
02642,ZCTA5 02642,Eastham,Barnstable,MA,80167,59.8,2724,5724,2588,4738,1234,788,196,96
02643,ZCTA5 02643,East Orleans,Barnstable,MA,-666666666,-666666666.0,0,0,0,0,0,0,0,0
02644,ZCTA5 02644,Forestdale,Barnstable,MA,119779,50.6,1513,3838,1699,2880,686,294,54,7
02645,ZCTA5 02645,Harwich,Barnstable,MA,84693,56.4,4718,10930,5231,8694,1878,1374,151,221
02646,ZCTA5 02646,Harwich Port,Barnstable,MA,70980,65.5,1059,1950,937,1714,570,436,82,25
02647,ZCTA5 02647,Hyannis Port,Barnstable,MA,-666666666,46.7,66,159,61,110,88,0,0,0
02648,ZCTA5 02648,Marstons Mills,Barnstable,MA,130177,50.1,3016,7774,3858,5833,1325,832,102,42
02649,ZCTA5 02649,Mashpee,Barnstable,MA,90465,53.7,6768,15144,7058,11935,3073,1551,292,77
02650,ZCTA5 02650,North Chatham,Barnstable,MA,61276,62.8,450,1024,452,842,244,136,19,26
02652,ZCTA5 02652,North Truro,Barnstable,MA,-666666666,65.0,693,996,553,996,88,313,30,19
02653,ZCTA5 02653,Orleans,Barnstable,MA,89375,63.2,3004,6322,2839,5229,1748,972,301,253
02655,ZCTA5 02655,Osterville,Barnstable,MA,95563,56.8,1544,3441,1587,2738,817,414,256,19
02657,ZCTA5 02657,Provincetown,Barnstable,MA,91447,56.1,1996,3630,2275,3209,1013,557,170,240
02659,ZCTA5 02659,South Chatham,Barnstable,MA,72969,59.8,507,916,429,796,255,131,69,11
02660,ZCTA5 02660,South Dennis,Barnstable,MA,85963,58.0,2935,6604,3211,5469,1387,674,94,39
02663,ZCTA5 02663,South Wellfleet,Barnstable,MA,-666666666,60.4,206,462,243,395,124,180,18,14
02664,ZCTA5 02664,Bass River,Barnstable,MA,76448,58.0,4181,9282,4670,7756,1594,864,173,173
02666,ZCTA5 02666,Truro,Barnstable,MA,89333,65.2,338,631,326,513,60,152,44,89
02667,ZCTA5 02667,Wellfleet,Barnstable,MA,97438,58.5,1769,3890,1838,3178,617,765,259,149
02668,ZCTA5 02668,West Barnstable,Barnstable,MA,108651,40.8,970,2465,1312,1851,594,247,89,32
02670,ZCTA5 02670,West Dennis,Barnstable,MA,81250,61.9,780,1340,617,1223,388,218,66,10
02671,ZCTA5 02671,West Harwich,Barnstable,MA,97865,64.3,405,750,366,720,155,168,53,8
02672,ZCTA5 02672,West Hyannisport,Barnstable,MA,-666666666,-666666666.0,28,28,28,28,28,0,0,0
02673,ZCTA5 02673,West Yarmouth,Barnstable,MA,69167,45.1,3870,9246,4367,6728,1223,739,166,42
02675,ZCTA5 02675,Yarmouth Port,Barnstable,MA,104741,59.2,3208,7185,3280,5932,1849,986,219,89
02702,ZCTA5 02702,Assonet,Bristol,MA,121060,40.2,1635,4416,2138,3216,956,282,31,32
02703,ZCTA5 02703,Attleboro,Bristol,MA,91458,39.7,17993,46356,22606,32610,7224,2788,368,157
02713,ZCTA5 02713,Cuttyhunk,Dukes,MA,73125,63.5,18,32,22,32,12,1,0,0
02715,ZCTA5 02715,Dighton,Bristol,MA,114899,49.7,1367,3620,1628,2761,472,369,37,37
02717,ZCTA5 02717,East Freetown,Bristol,MA,134948,42.4,1608,4783,2306,3420,811,254,61,75
02718,ZCTA5 02718,East Taunton,Bristol,MA,98848,40.7,2502,7213,3636,5103,661,468,84,54
02719,ZCTA5 02719,Fairhaven,Bristol,MA,86676,48.7,6985,15899,7377,12092,2525,798,167,85
02720,ZCTA5 02720,Fall River,Bristol,MA,60076,40.9,13830,30558,14854,22944,3010,1446,179,143
02721,ZCTA5 02721,Fall River,Bristol,MA,51958,38.2,11157,26807,13218,18822,2015,274,102,109
02723,ZCTA5 02723,Fall River,Bristol,MA,43579,36.1,7605,17164,8750,11705,949,237,20,119
02724,ZCTA5 02724,Fall River,Bristol,MA,46120,40.0,8289,18445,8135,13006,1275,426,37,51
02725,ZCTA5 02725,Somerset,Bristol,MA,129235,48.1,846,2359,1325,1797,306,119,22,27
02726,ZCTA5 02726,Somerset,Bristol,MA,103508,46.4,6498,15907,7469,12013,2782,1083,137,173
02738,ZCTA5 02738,Marion,Plymouth,MA,111351,49.9,2047,5305,2672,3934,982,585,189,103
02739,ZCTA5 02739,Mattapoisett,Plymouth,MA,110179,57.3,2982,6511,3340,5159,1700,643,379,85
02740,ZCTA5 02740,New Bedford,Bristol,MA,51599,36.8,19467,46623,23392,31279,3817,1298,254,251
02743,ZCTA5 02743,Acushnet,Bristol,MA,88273,46.4,4070,10466,4978,7669,1574,299,33,54
02744,ZCTA5 02744,New Bedford,Bristol,MA,52290,34.0,5173,12465,6025,7873,694,268,18,39
02745,ZCTA5 02745,New Bedford,Bristol,MA,70338,42.1,10251,25084,12655,17771,2548,649,185,69
02746,ZCTA5 02746,New Bedford,Bristol,MA,39545,30.9,6731,16286,8446,9990,754,169,0,14
02747,ZCTA5 02747,North Dartmouth,Bristol,MA,94831,39.0,7095,21383,10567,13618,2655,1130,185,267
02748,ZCTA5 02748,Padanaram Villag,Bristol,MA,105108,50.0,4834,11431,5585,9010,2203,1068,341,235
02760,ZCTA5 02760,North Attleboro,Bristol,MA,104360,41.7,11925,29149,14136,20955,6075,2592,374,264
02762,ZCTA5 02762,Plainville,Norfolk,MA,99720,44.1,4213,9814,4956,7564,1976,1058,98,185
02763,ZCTA5 02763,North Attleboro,Bristol,MA,106667,37.0,688,1601,779,1115,513,237,22,20
02764,ZCTA5 02764,North Dighton,Bristol,MA,119545,38.2,1544,4463,2273,3080,717,222,62,0
02766,ZCTA5 02766,Norton,Bristol,MA,112284,39.8,6588,19177,9525,12577,3573,1560,203,79
02767,ZCTA5 02767,Raynham,Bristol,MA,110573,40.8,5749,15432,7079,10886,2646,1288,247,140
02769,ZCTA5 02769,Rehoboth,Bristol,MA,124306,47.0,4518,12614,6553,9181,2405,1312,100,241
02770,ZCTA5 02770,Rochester,Plymouth,MA,114313,43.0,2064,5564,2703,3942,1123,581,155,51
02771,ZCTA5 02771,Seekonk,Bristol,MA,108479,47.0,5775,15475,7849,11391,2881,1397,402,240
02777,ZCTA5 02777,Swansea,Bristol,MA,110975,44.9,6809,17158,8254,13103,2763,1444,106,167
02779,ZCTA5 02779,Berkley,Bristol,MA,140000,42.1,2192,6768,3570,4751,1196,463,141,20
02780,ZCTA5 02780,Taunton,Bristol,MA,68948,40.2,21232,51915,24829,36925,6029,1921,267,104
02790,ZCTA5 02790,Westport,Bristol,MA,90691,50.5,6692,16431,8150,12457,2080,1116,379,213
02791,ZCTA5 02791,Westport Point,Bristol,MA,99490,64.4,242,371,231,350,40,163,72,22
02802,ZCTA5 02802,Albion,Providence,RI,113056,58.7,348,702,421,683,211,56,0,0
02804,ZCTA5 02804,Ashaway,Washington,RI,101211,45.8,905,2560,1174,1677,256,68,26,20
02806,ZCTA5 02806,Barrington,Bristol,RI,145028,42.9,6053,17121,8033,11481,3740,2360,1391,921
02807,ZCTA5 02807,Block Island,Washington,RI,66652,53.5,445,962,479,731,248,118,0,28
02808,ZCTA5 02808,Bradford,Washington,RI,78214,41.4,884,2328,1204,1665,308,109,67,15
02809,ZCTA5 02809,Bristol,Bristol,RI,91382,40.6,8114,22420,11040,14960,4128,1953,464,252
02812,ZCTA5 02812,Richmond,Washington,RI,107188,52.6,414,1038,633,812,238,57,9,40
02813,ZCTA5 02813,Charlestown,Washington,RI,103182,53.1,3428,7998,4037,6239,1393,892,178,129
02814,ZCTA5 02814,Chepachet,Providence,RI,103605,48.4,2906,7444,3726,5387,1215,505,47,27
02815,ZCTA5 02815,Clayville,Providence,RI,201500,53.4,50,134,87,116,41,0,0,0
02816,ZCTA5 02816,Coventry,Kent,RI,94026,44.1,13560,33148,16017,24387,5005,2169,301,173
02817,ZCTA5 02817,West Greenwich,Kent,RI,119137,43.6,2337,6535,3224,4856,942,611,76,89
02818,ZCTA5 02818,East Greenwich,Kent,RI,120219,46.0,8398,19876,9391,14614,4765,2753,1100,361
02822,ZCTA5 02822,Exeter,Washington,RI,103289,38.8,1958,6241,3183,4000,1242,484,35,140
02823,ZCTA5 02823,Fiskeville,Providence,RI,-666666666,-666666666.0,9,17,8,17,0,0,0,0
02824,ZCTA5 02824,Forestdale,Providence,RI,-666666666,38.7,117,291,134,206,73,24,0,0
02825,ZCTA5 02825,Foster,Providence,RI,107653,44.8,1854,5872,3039,4224,856,564,35,44
02826,ZCTA5 02826,Glendale,Providence,RI,73491,63.5,199,396,259,380,26,26,0,0
02827,ZCTA5 02827,Greene,Kent,RI,96401,45.3,795,2286,1214,1661,341,146,16,2
02828,ZCTA5 02828,Greenville,Providence,RI,92340,51.6,3124,7263,3431,5696,1519,597,197,90
02829,ZCTA5 02829,Harmony,Providence,RI,-666666666,17.9,21,82,43,39,0,0,0,0
02830,ZCTA5 02830,Harrisville,Providence,RI,118790,45.0,2608,6766,3045,4926,997,422,118,33
02831,ZCTA5 02831,Hope,Providence,RI,129122,38.9,1353,3840,2042,2642,668,163,53,9
02832,ZCTA5 02832,Richmond,Washington,RI,102643,39.6,1808,4887,2534,3429,930,227,0,71
02833,ZCTA5 02833,Hopkinton,Washington,RI,-666666666,43.2,266,670,285,428,29,27,0,0
02835,ZCTA5 02835,Jamestown,Newport,RI,131875,58.3,2499,5554,2835,4604,1629,788,403,323
02836,ZCTA5 02836,Richmond,Washington,RI,25658,55.8,50,87,76,72,0,0,0,0
02837,ZCTA5 02837,Little Compton,Newport,RI,136389,59.3,1560,3622,1789,2980,990,603,247,32
02838,ZCTA5 02838,Manville,Providence,RI,72278,36.9,1269,3468,1606,2366,739,222,91,21
02839,ZCTA5 02839,Mapleville,Providence,RI,95154,39.8,648,1598,832,1222,312,90,0,0
02840,ZCTA5 02840,Middletown,Newport,RI,81307,39.8,10640,23847,11246,17080,4854,2928,651,362
02841,ZCTA5 02841,Newport,Newport,RI,-666666666,23.8,5,1240,931,490,210,64,25,8
02842,ZCTA5 02842,Middletown,Newport,RI,97555,44.3,6977,17009,8560,12702,3332,2197,255,300
02852,ZCTA5 02852,North Kingstown,Washington,RI,103764,45.4,9851,23382,11248,17165,4597,2705,276,393
02857,ZCTA5 02857,North Scituate,Providence,RI,106250,49.1,3254,8031,4031,6163,1392,791,207,51
02858,ZCTA5 02858,Oakland,Providence,RI,89960,34.7,125,286,149,227,57,20,0,0
02859,ZCTA5 02859,Pascoag,Providence,RI,114726,38.1,2330,7295,4195,4887,738,252,99,10
02860,ZCTA5 02860,Pawtucket,Providence,RI,54462,36.5,19520,47677,24505,32621,4915,2005,386,487
02861,ZCTA5 02861,Pawtucket,Providence,RI,78977,38.1,11082,27527,13666,20145,2568,919,249,39
02863,ZCTA5 02863,Central Falls,Providence,RI,43092,31.5,7358,22359,11847,13887,1077,114,43,36
02864,ZCTA5 02864,Cumberland,Providence,RI,109746,45.0,14142,36142,16977,26280,7241,2733,499,217
02865,ZCTA5 02865,Lincoln,Providence,RI,110639,44.0,6924,18306,8760,12880,3837,1610,422,380
02871,ZCTA5 02871,Portsmouth,Newport,RI,107360,48.4,7248,17748,8999,13101,4639,2082,583,508
02872,ZCTA5 02872,Prudence Island,Bristol,RI,-666666666,70.5,75,98,42,98,0,0,0,0
02873,ZCTA5 02873,Rockville,Washington,RI,42266,60.0,87,97,11,97,28,48,0,0
02874,ZCTA5 02874,Saunderstown,Washington,RI,136473,44.0,2312,6376,3063,4219,1291,1015,102,242
02875,ZCTA5 02875,Richmond,Washington,RI,87076,35.3,93,176,111,176,32,14,0,51
02876,ZCTA5 02876,Slatersville,Providence,RI,-666666666,59.2,426,659,255,521,106,35,0,0
02878,ZCTA5 02878,Tiverton,Newport,RI,92444,48.3,6782,16324,7938,12731,3606,1191,224,205
02879,ZCTA5 02879,Narragansett,Washington,RI,112409,49.0,9552,22369,10851,16988,5425,3103,668,717
02881,ZCTA5 02881,Kingston,Washington,RI,62829,19.8,1005,7177,3170,1480,292,680,19,185
02882,ZCTA5 02882,Narragansett,Washington,RI,90507,43.7,5507,13238,6118,8572,2867,1572,348,346
02885,ZCTA5 02885,Warren,Bristol,RI,81575,50.8,5006,11117,5498,8978,1840,869,150,129
02886,ZCTA5 02886,Warwick,Kent,RI,81788,41.7,13185,30540,14582,22472,4786,2260,462,322
02888,ZCTA5 02888,Warwick,Kent,RI,81505,45.2,8602,18443,9011,14220,2593,1442,319,250
02889,ZCTA5 02889,Warwick,Kent,RI,81226,45.3,11377,28209,13794,20908,3610,1391,116,168
02891,ZCTA5 02891,Westerly,Washington,RI,89243,52.0,9873,22026,11145,16873,3822,2259,429,286
02892,ZCTA5 02892,Richmond,Washington,RI,130875,40.9,1984,5920,2761,4019,858,941,97,116
02893,ZCTA5 02893,West Warwick,Kent,RI,71851,41.2,13878,30909,15892,23305,3969,1565,287,55
02894,ZCTA5 02894,Wood River Junct,Washington,RI,79130,48.4,258,609,310,449,104,0,0,0
02895,ZCTA5 02895,North Smithfield,Providence,RI,54483,35.4,17003,43163,21134,29989,3951,1517,97,110
02896,ZCTA5 02896,North Smithfield,Providence,RI,100669,47.0,4523,11449,5979,8654,1729,670,77,74
02898,ZCTA5 02898,Richmond,Washington,RI,111167,45.7,746,1857,1019,1473,313,331,0,16
02903,ZCTA5 02903,Providence,Providence,RI,57850,35.3,5236,12039,5032,8302,2116,1172,774,283
02904,ZCTA5 02904,Centredale,Providence,RI,61853,39.0,13190,31214,14227,21916,4070,2076,290,402
02905,ZCTA5 02905,Cranston,Providence,RI,53668,34.6,9658,25674,11962,16556,2257,1460,501,181
02906,ZCTA5 02906,Providence,Providence,RI,98563,34.9,12355,26437,12811,19339,6294,4742,2437,1906
02907,ZCTA5 02907,Cranston,Providence,RI,46010,32.4,10847,32697,16616,20029,2521,901,77,234
02908,ZCTA5 02908,Providence,Providence,RI,68268,34.9,14626,39099,19480,26644,5184,2110,399,449
02909,ZCTA5 02909,Cranston,Providence,RI,58085,30.8,15108,42629,20391,26157,3551,1677,306,313
02910,ZCTA5 02910,Cranston,Providence,RI,86709,36.5,8883,23598,11868,17063,3228,1159,290,76
02911,ZCTA5 02911,Centredale,Providence,RI,78115,38.1,6597,15866,7442,11700,2639,878,216,90
02912,ZCTA5 02912,Providence,Providence,RI,-666666666,19.8,15,4809,2425,16,13,0,0,0
02914,ZCTA5 02914,East Providence,Providence,RI,60343,41.5,9204,21742,10714,16143,2342,1271,197,216
02915,ZCTA5 02915,Riverside,Providence,RI,82546,46.8,7451,16415,8224,13068,2559,1284,435,60
02916,ZCTA5 02916,Rumford,Providence,RI,92602,41.7,3755,8855,4431,6801,1706,827,181,116
02917,ZCTA5 02917,Smithfield,Providence,RI,94531,37.5,4747,14868,7282,8960,2038,804,223,108
02918,ZCTA5 02918,Providence,Providence,RI,-666666666,20.0,37,2960,1652,79,0,39,0,0
02919,ZCTA5 02919,Cranston,Providence,RI,83408,43.6,11432,29453,13987,22006,4188,1427,276,85
02920,ZCTA5 02920,Cranston,Providence,RI,70076,41.2,14725,36907,18961,27114,4817,2215,513,571
02921,ZCTA5 02921,Cranston,Providence,RI,123066,42.7,4663,12205,6105,9069,2444,1412,213,282
03031,ZCTA5 03031,Amherst,Hillsborough,NH,152796,46.2,4535,11814,5752,8490,3052,1965,143,244
03032,ZCTA5 03032,Auburn,Rockingham,NH,138750,45.8,2004,5949,3492,4285,1485,546,37,50
03033,ZCTA5 03033,Brookline,Hillsborough,NH,163628,37.6,1705,5659,2811,3410,1342,668,73,84
03034,ZCTA5 03034,Candia,Rockingham,NH,117500,47.0,1586,4202,2177,3144,527,262,119,36
03036,ZCTA5 03036,Chester,Rockingham,NH,135326,46.2,1736,5237,2711,3566,848,584,65,69
03037,ZCTA5 03037,Deerfield,Rockingham,NH,118606,42.3,1625,4700,2251,3325,973,271,47,10
03038,ZCTA5 03038,Derry,Rockingham,NH,94655,39.3,13180,34506,16642,24477,5237,2220,255,206
03042,ZCTA5 03042,Epping,Rockingham,NH,96558,46.1,2841,7180,3855,5526,1139,408,90,19
03043,ZCTA5 03043,Francestown,Hillsborough,NH,104500,50.9,546,1444,693,1021,300,151,20,43
03044,ZCTA5 03044,Fremont,Rockingham,NH,121583,43.3,1689,4738,2350,3206,739,233,63,9
03045,ZCTA5 03045,Dunbarton,Hillsborough,NH,109452,45.0,5336,14165,6653,10353,2415,1305,152,83
03046,ZCTA5 03046,Dunbarton,Merrimack,NH,138036,43.8,1061,3000,1506,2119,420,353,100,9
03047,ZCTA5 03047,Greenfield,Hillsborough,NH,99583,48.9,683,1784,872,1326,278,85,18,13
03048,ZCTA5 03048,Mason,Hillsborough,NH,86914,45.3,1399,3489,1864,2541,357,182,22,3
03049,ZCTA5 03049,Hollis,Hillsborough,NH,155339,48.3,3285,8429,4174,6313,1782,1140,226,325
03051,ZCTA5 03051,Hudson,Hillsborough,NH,125216,45.6,9550,25385,13141,18431,4534,1845,216,227
03052,ZCTA5 03052,Zcta 03052,Hillsborough,NH,134000,41.8,2974,8484,4250,5977,1863,698,103,0
03053,ZCTA5 03053,Londonderry,Rockingham,NH,129571,42.0,9438,25780,13073,17676,5430,2662,317,214
03054,ZCTA5 03054,Merrimack,Hillsborough,NH,120730,41.7,10180,27139,13806,19271,5603,2903,340,373
03055,ZCTA5 03055,Milford,Hillsborough,NH,84912,37.8,6399,16151,8093,11330,2015,1438,128,184
03057,ZCTA5 03057,Mont Vernon,Hillsborough,NH,156389,43.8,858,2607,1372,1777,557,272,12,41
03060,ZCTA5 03060,Nashua,Hillsborough,NH,69452,35.6,12371,31469,16133,22382,4567,1479,274,175
03062,ZCTA5 03062,Nashua,Hillsborough,NH,101433,42.9,11917,28866,14801,21724,6610,3531,254,497
03063,ZCTA5 03063,Nashua,Hillsborough,NH,103466,39.4,6750,15941,8156,11430,3450,1414,198,263
03064,ZCTA5 03064,Zcta 03064,Hillsborough,NH,83780,43.4,6440,14667,7545,10932,2490,1245,175,208
03070,ZCTA5 03070,New Boston,Hillsborough,NH,137813,40.7,2119,6099,2972,4246,1360,345,40,67
03071,ZCTA5 03071,New Ipswich,Hillsborough,NH,91824,37.6,1896,5244,2679,3342,527,453,56,0
03076,ZCTA5 03076,Pelham,Hillsborough,NH,121875,42.5,5029,14221,6942,9856,2369,1297,81,89
03077,ZCTA5 03077,Raymond,Rockingham,NH,91520,42.6,4274,10773,5190,7934,1180,439,161,20
03079,ZCTA5 03079,Salem,Rockingham,NH,101856,44.2,12258,30350,15434,22913,5329,2771,404,238
03082,ZCTA5 03082,Lyndeborough,Hillsborough,NH,114107,48.9,599,1606,894,1217,276,146,18,32
03084,ZCTA5 03084,Temple,Hillsborough,NH,93194,46.4,515,1372,665,1070,217,143,15,7
03086,ZCTA5 03086,Wilton,Hillsborough,NH,89113,46.5,1730,4116,2047,3132,710,295,61,33
03087,ZCTA5 03087,Windham,Rockingham,NH,171563,42.1,5351,15764,8216,10542,3601,2350,536,211
03101,ZCTA5 03101,Manchester,Hillsborough,NH,74146,36.5,1972,3228,1725,2434,709,194,206,73
03102,ZCTA5 03102,Manchester,Hillsborough,NH,66064,35.5,14214,33759,16758,23363,4855,1518,218,170
03103,ZCTA5 03103,Manchester,Hillsborough,NH,68344,36.2,14826,37093,18329,26065,4178,1521,278,208
03104,ZCTA5 03104,Manchester,Hillsborough,NH,80018,36.9,14549,34962,17656,25007,7115,2909,427,175
03106,ZCTA5 03106,Hooksett,Merrimack,NH,100711,39.2,5076,14654,7075,9759,1980,1246,284,275
03109,ZCTA5 03109,Manchester,Hillsborough,NH,94818,43.8,3968,10374,4998,7453,1474,654,45,65
03110,ZCTA5 03110,Bedford,Hillsborough,NH,151850,44.0,7917,23385,11097,15786,5798,2982,739,422
03215,ZCTA5 03215,Waterville Valle,Grafton,NH,89276,59.4,129,248,114,207,42,76,11,13
03216,ZCTA5 03216,Andover,Merrimack,NH,85909,45.1,822,2041,996,1518,292,198,22,35
03217,ZCTA5 03217,Ashland,Grafton,NH,53367,32.3,966,2239,1116,1482,234,120,35,0
03218,ZCTA5 03218,Barnstead,Belknap,NH,88188,42.7,600,1535,633,1069,68,82,0,0
03220,ZCTA5 03220,Belmont,Belknap,NH,72642,47.2,2948,7454,3517,5473,814,226,58,49
03221,ZCTA5 03221,Bradford,Merrimack,NH,95104,44.0,913,2263,1202,1610,388,211,10,24
03222,ZCTA5 03222,Bristol,Grafton,NH,76497,49.2,2317,5894,3015,4468,762,311,72,64
03223,ZCTA5 03223,Beebe River,Grafton,NH,107500,42.7,1092,3380,1527,2304,397,164,55,233
03224,ZCTA5 03224,Canterbury,Merrimack,NH,114167,47.8,914,2343,1166,1736,500,309,39,10
03225,ZCTA5 03225,Center Barnstead,Belknap,NH,91111,44.5,1240,3406,1601,2425,470,265,6,20
03226,ZCTA5 03226,Center Harbor,Belknap,NH,100192,63.5,384,820,408,716,190,86,2,37
03227,ZCTA5 03227,Center Sandwich,Carroll,NH,136371,61.8,716,1461,813,1211,277,172,83,231
03229,ZCTA5 03229,Hopkinton,Merrimack,NH,115682,45.1,2168,5925,2777,4322,1098,622,245,222
03230,ZCTA5 03230,Danbury,Merrimack,NH,62500,48.4,672,1491,747,1162,92,55,23,4
03231,ZCTA5 03231,East Andover,Merrimack,NH,135625,57.0,56,110,52,110,0,15,0,12
03233,ZCTA5 03233,Elkins,Merrimack,NH,125968,65.5,86,209,118,163,76,25,31,0
03234,ZCTA5 03234,Epsom,Merrimack,NH,90805,45.6,1844,4846,2283,3491,874,335,116,29
03235,ZCTA5 03235,Franklin,Merrimack,NH,66997,44.6,3742,8827,3899,6734,753,525,47,27
03237,ZCTA5 03237,Gilmanton,Belknap,NH,98542,42.5,885,2338,1181,1672,313,285,8,9
03238,ZCTA5 03238,Glencliff,Grafton,NH,44398,57.8,43,81,27,69,3,5,0,0
03240,ZCTA5 03240,Grafton,Grafton,NH,72500,49.9,482,1200,651,917,147,61,5,20
03241,ZCTA5 03241,Hebron,Grafton,NH,103750,55.5,430,1144,561,904,232,132,8,26
03242,ZCTA5 03242,Henniker,Merrimack,NH,76681,34.0,2397,6094,3259,3727,808,485,33,0
03243,ZCTA5 03243,Hill,Merrimack,NH,81136,48.6,346,902,510,652,101,43,0,10
03244,ZCTA5 03244,Hillsboro,Hillsborough,NH,82647,45.0,2996,7666,4152,5652,881,524,25,29
03245,ZCTA5 03245,Holderness,Grafton,NH,78500,44.9,906,2125,900,1599,375,376,42,40
03246,ZCTA5 03246,Gilford,Belknap,NH,68024,43.8,6989,16943,8418,12453,2275,833,230,50
03249,ZCTA5 03249,Gilford,Belknap,NH,112522,46.8,3069,7725,3749,5665,1164,1018,172,92
03251,ZCTA5 03251,Lincoln,Grafton,NH,63813,48.2,639,1474,829,1080,312,72,36,0
03253,ZCTA5 03253,Meredith,Belknap,NH,65490,55.3,3249,6701,3400,5256,1231,774,134,174
03254,ZCTA5 03254,Moultonborough,Carroll,NH,89728,55.5,2126,4996,2593,4078,985,581,85,164
03255,ZCTA5 03255,Newbury,Merrimack,NH,117500,48.5,742,1899,974,1381,526,212,57,32
03256,ZCTA5 03256,New Hampton,Belknap,NH,73456,51.0,971,2591,1338,2188,455,184,40,44
03257,ZCTA5 03257,New London,Merrimack,NH,84891,50.7,1630,4381,1922,2949,1008,567,103,142
03258,ZCTA5 03258,Chichester,Merrimack,NH,119028,45.4,1005,2659,1399,2002,475,232,20,9
03259,ZCTA5 03259,North Sandwich,Carroll,NH,79375,63.3,149,246,148,234,101,17,3,9
03260,ZCTA5 03260,North Sutton,Merrimack,NH,118304,52.0,347,995,450,685,150,77,22,18
03261,ZCTA5 03261,Northwood,Rockingham,NH,122294,43.5,1770,4632,2196,3447,764,330,53,19
03262,ZCTA5 03262,North Woodstock,Grafton,NH,64928,49.0,475,1194,567,906,306,97,11,0
03263,ZCTA5 03263,Pittsfield,Merrimack,NH,64564,47.8,1801,4093,1906,3215,418,192,0,21
03264,ZCTA5 03264,Plymouth,Grafton,NH,72025,33.0,2395,6917,3761,3879,999,483,143,100
03266,ZCTA5 03266,Rumney,Grafton,NH,55833,52.4,822,1929,931,1570,298,171,27,24
03268,ZCTA5 03268,Salisbury,Merrimack,NH,97731,51.8,595,1507,846,1139,187,136,8,57
03269,ZCTA5 03269,Sanbornton,Belknap,NH,87530,45.9,1091,2957,1581,2273,539,265,36,6
03273,ZCTA5 03273,South Sutton,Merrimack,NH,176103,47.7,124,309,206,252,80,36,15,0
03275,ZCTA5 03275,Allenstown,Merrimack,NH,88475,39.4,4445,12028,6281,8010,1069,573,61,198
03276,ZCTA5 03276,Tilton,Merrimack,NH,68898,44.8,3506,8811,4384,6730,920,620,52,32
03278,ZCTA5 03278,Warner,Merrimack,NH,86806,44.7,1229,3003,1409,2263,403,334,37,60
03279,ZCTA5 03279,Warren,Grafton,NH,51793,53.8,313,763,360,611,119,13,6,0
03280,ZCTA5 03280,Washington,Sullivan,NH,85000,55.6,432,1097,526,913,215,77,11,9
03281,ZCTA5 03281,Weare,Hillsborough,NH,109779,47.5,3505,9108,4454,6630,1802,922,123,69
03282,ZCTA5 03282,Wentworth,Grafton,NH,87143,47.3,398,1083,622,815,183,48,35,14
03284,ZCTA5 03284,West Springfield,Sullivan,NH,107614,51.3,229,798,486,650,177,49,16,5
03285,ZCTA5 03285,,,,82593,45.9,1132,2715,1503,2050,550,204,31,32
03287,ZCTA5 03287,Wilmot Flat,Merrimack,NH,110917,46.9,624,1502,708,1147,362,233,39,53
03290,ZCTA5 03290,Nottingham,Rockingham,NH,97035,42.2,1988,5119,2548,3904,988,488,40,78
03291,ZCTA5 03291,West Nottingham,Rockingham,NH,-666666666,5.5,34,134,34,34,34,0,0,0
03293,ZCTA5 03293,Woodstock,Grafton,NH,-666666666,45.9,15,57,30,54,13,2,0,0
03301,ZCTA5 03301,Concord,Merrimack,NH,78394,40.3,13628,33986,17583,25305,5393,3396,956,459
03303,ZCTA5 03303,Boscawen,Merrimack,NH,81992,40.9,6493,16118,8280,11607,2397,879,202,102
03304,ZCTA5 03304,Bow,Merrimack,NH,147951,41.7,2895,8235,4045,5629,2158,817,432,90
03307,ZCTA5 03307,Zcta 03307,Merrimack,NH,77473,51.3,2291,5638,2777,4547,793,261,31,38
03431,ZCTA5 03431,Surry,Cheshire,NH,69848,36.7,10039,24891,12155,16655,4517,1983,274,293
