zcta,name,city,county,state,median_hh_income,median_age,total_households,total_pop,male_pop,pop_25plus,bachelors,masters,professional,doctorate
01355,ZCTA5 01355,New Salem,Franklin,MA,76739,55.6,412,1009,558,796,158,63,8,12
01360,ZCTA5 01360,Northfield,Franklin,MA,94775,48.4,1225,2871,1395,2158,510,341,61,61
01364,ZCTA5 01364,New Salem,Franklin,MA,55773,43.1,3044,7643,3633,5499,628,250,46,8
01366,ZCTA5 01366,Petersham,Worcester,MA,104205,52.0,461,1177,648,926,188,159,25,31
01367,ZCTA5 01367,Rowe,Franklin,MA,78125,45.3,198,504,248,358,62,18,1,15
01368,ZCTA5 01368,Royalston,Worcester,MA,98542,48.2,538,1455,854,1036,156,66,14,21
01370,ZCTA5 01370,Shelburne Falls,Franklin,MA,74680,52.4,1741,3713,1782,2965,843,567,114,40
01373,ZCTA5 01373,South Deerfield,Franklin,MA,96546,52.3,2309,4921,2356,3859,840,551,201,77
01375,ZCTA5 01375,Sunderland,Franklin,MA,59185,34.0,1765,3658,1812,2622,729,438,141,100
01376,ZCTA5 01376,Turners Falls,Franklin,MA,53671,47.7,2289,4868,2455,3760,574,373,105,81
01378,ZCTA5 01378,Warwick,Franklin,MA,89643,50.4,348,814,405,673,177,66,0,24
01379,ZCTA5 01379,Wendell,Franklin,MA,66290,52.0,366,779,383,656,167,97,20,40
01380,ZCTA5 01380,Wendell Depot,Franklin,MA,-666666666,30.8,9,25,23,25,7,2,0,0
01420,ZCTA5 01420,Fitchburg,Worcester,MA,65599,37.7,16700,41661,20137,27996,4537,1712,211,161
01430,ZCTA5 01430,Ashburnham,Worcester,MA,111801,38.8,2319,6457,3374,4422,1089,471,67,69
01431,ZCTA5 01431,Ashby,Middlesex,MA,105750,51.6,1241,3187,1615,2505,546,431,38,24
01432,ZCTA5 01432,Ayer,Middlesex,MA,99375,40.0,3630,8118,3977,5906,1446,606,68,214
01434,ZCTA5 01434,,,,106875,46.0,278,1763,1396,1399,251,134,18,39
01436,ZCTA5 01436,Baldwinville,Worcester,MA,90225,32.8,1275,3694,2213,2438,361,152,16,10
01438,ZCTA5 01438,East Templeton,Worcester,MA,83953,19.4,133,385,196,168,38,7,0,0
01440,ZCTA5 01440,Gardner,Worcester,MA,57289,45.1,8939,21231,11172,16295,2130,894,74,75
01450,ZCTA5 01450,Groton,Middlesex,MA,186750,41.0,3700,11212,5727,7316,2525,1552,226,339
01451,ZCTA5 01451,Harvard,Worcester,MA,199191,41.6,1766,5362,2616,3688,1538,946,151,178
01452,ZCTA5 01452,Hubbardston,Worcester,MA,114922,42.3,1553,4338,2175,3055,612,285,23,19
01453,ZCTA5 01453,Leominster,Worcester,MA,75954,43.0,18404,43550,22131,31719,6737,3080,312,401
01460,ZCTA5 01460,Littleton,Middlesex,MA,151488,42.3,3557,10084,4969,7081,1950,1445,307,323
01462,ZCTA5 01462,Lunenburg,Worcester,MA,106473,43.0,4604,11765,5940,8359,2149,1104,125,102
01463,ZCTA5 01463,Pepperell,Middlesex,MA,124052,42.9,4339,11667,5649,8293,2092,1271,117,168
01464,ZCTA5 01464,Shirley Center,Middlesex,MA,114118,46.3,2470,7092,4380,5742,1190,556,48,78
01468,ZCTA5 01468,Templeton,Worcester,MA,106581,43.9,1658,4009,1916,3067,698,289,21,65
01469,ZCTA5 01469,Townsend,Middlesex,MA,100402,40.8,2797,7168,3512,5051,1403,491,80,20
01473,ZCTA5 01473,Westminster,Worcester,MA,95674,48.6,3248,8220,3871,6232,1325,973,77,128
01474,ZCTA5 01474,W Townsend,Middlesex,MA,117109,51.8,707,1902,995,1391,278,143,0,19
01475,ZCTA5 01475,Winchendon,Worcester,MA,85379,39.7,3588,10180,5022,7034,1058,500,88,10
01501,ZCTA5 01501,Auburn,Worcester,MA,101992,43.8,6672,16763,7764,12249,2933,1758,263,183
01503,ZCTA5 01503,Berlin,Worcester,MA,123077,49.7,1432,3514,1672,2781,891,452,81,74
01504,ZCTA5 01504,Blackstone,Worcester,MA,95132,43.4,3874,9195,4305,6722,1547,610,42,86
01505,ZCTA5 01505,Boylston,Worcester,MA,133292,46.3,1864,4855,2489,3687,1156,698,63,52
01506,ZCTA5 01506,Brookfield,Worcester,MA,71122,50.6,1445,3443,1620,2546,463,155,24,21
01507,ZCTA5 01507,Charlton,Worcester,MA,113896,43.0,4833,13338,6646,9094,2077,1280,122,99
01510,ZCTA5 01510,Clinton,Worcester,MA,89888,38.0,6732,15347,7586,11076,2492,1164,122,319
01515,ZCTA5 01515,East Brookfield,Worcester,MA,77122,51.7,871,2120,1058,1621,307,85,22,8
01516,ZCTA5 01516,East Douglas,Worcester,MA,138276,43.3,3160,9213,4300,6459,1745,668,149,34
01518,ZCTA5 01518,Fiskdale,Worcester,MA,102500,35.3,1316,3047,1434,2095,396,476,50,10
01519,ZCTA5 01519,Grafton,Worcester,MA,144452,40.3,2637,7634,3900,5001,1994,904,93,180
01520,ZCTA5 01520,Holden,Worcester,MA,141508,41.5,5978,16893,8221,11424,3616,2328,402,516
01521,ZCTA5 01521,Holland,Hampden,MA,81250,51.2,1175,2585,1330,2013,429,158,17,12
01522,ZCTA5 01522,Jefferson,Worcester,MA,116894,42.0,1140,2890,1547,1996,596,419,57,28
01523,ZCTA5 01523,Lancaster,Worcester,MA,111506,42.0,2981,8395,4510,6191,2070,742,259,93
01524,ZCTA5 01524,Leicester,Worcester,MA,88933,42.2,2187,6077,3198,4259,737,387,17,68
01525,ZCTA5 01525,Linwood,Worcester,MA,-666666666,-666666666.0,31,31,31,31,0,0,0,0
01527,ZCTA5 01527,Millbury,Worcester,MA,109119,44.0,5209,13852,6683,10219,1883,1158,124,183
01529,ZCTA5 01529,Millville,Worcester,MA,95144,47.7,1275,3176,1576,2354,490,157,42,13
01531,ZCTA5 01531,New Braintree,Worcester,MA,99318,48.3,402,984,480,758,175,76,12,10
01532,ZCTA5 01532,Northborough,Worcester,MA,160801,44.8,5812,15647,7369,10993,3516,2876,509,264
01534,ZCTA5 01534,Northbridge,Worcester,MA,123370,47.0,2338,5893,2900,4334,1023,617,45,66
01535,ZCTA5 01535,North Brookfield,Worcester,MA,80380,47.7,1871,4750,2398,3515,622,311,112,5
01536,ZCTA5 01536,North Grafton,Worcester,MA,103793,41.4,3028,7282,3531,5178,1227,863,119,206
01537,ZCTA5 01537,North Oxford,Worcester,MA,67750,35.5,808,1935,848,1282,303,59,17,42
01540,ZCTA5 01540,Oxford,Worcester,MA,100757,42.1,4071,11420,5490,8318,1249,751,84,61
01541,ZCTA5 01541,Princeton,Worcester,MA,163750,49.4,1316,3497,1770,2565,962,533,76,62
01542,ZCTA5 01542,Rochdale,Worcester,MA,106719,46.0,1104,2815,1420,2101,264,291,12,0
01543,ZCTA5 01543,Rutland,Worcester,MA,150685,41.4,3058,9102,4881,5934,1530,759,94,100
01545,ZCTA5 01545,Shrewsbury,Worcester,MA,127088,39.7,14424,38734,19158,26799,8322,6919,1067,1219
01550,ZCTA5 01550,Southbridge,Worcester,MA,55182,38.6,7030,17669,8599,11571,1402,452,72,41
01560,ZCTA5 01560,South Grafton,Worcester,MA,94464,38.6,1908,4734,2409,3368,844,627,156,36
01561,ZCTA5 01561,South Lancaster,Worcester,MA,-666666666,-666666666.0,0,0,0,0,0,0,0,0
01562,ZCTA5 01562,Spencer,Worcester,MA,76225,47.7,5084,11955,6362,9163,1368,725,60,69
01564,ZCTA5 01564,Sterling,Worcester,MA,131058,51.1,3461,8053,3975,6308,1970,906,156,104
01566,ZCTA5 01566,Sturbridge,Worcester,MA,122844,49.0,2641,6795,3298,4914,1221,711,97,106
01568,ZCTA5 01568,West Upton,Worcester,MA,147198,44.6,2659,7828,3833,5525,1980,1082,53,88
01569,ZCTA5 01569,Uxbridge,Worcester,MA,124057,43.5,5336,14039,6907,10210,2378,1114,176,33
01570,ZCTA5 01570,Dudley Hill,Worcester,MA,70644,40.6,7311,17671,8535,12670,2368,775,94,73
01571,ZCTA5 01571,Dudley,Worcester,MA,87306,41.0,4277,11885,5754,7588,1384,597,55,78
01581,ZCTA5 01581,Westborough,Worcester,MA,133145,38.9,7962,21360,10595,14806,4872,3611,735,963
01583,ZCTA5 01583,West Boylston,Worcester,MA,97736,46.8,2827,7476,3810,5811,1260,838,74,124
01585,ZCTA5 01585,West Brookfield,Worcester,MA,69767,52.6,2028,4841,2215,4001,674,267,91,20
01588,ZCTA5 01588,Whitinsville,Worcester,MA,88487,38.8,4122,10468,4999,7120,1280,710,70,43
01590,ZCTA5 01590,Wilkinsonville,Worcester,MA,138750,42.5,3272,9268,4572,6627,1597,1205,135,142
01602,ZCTA5 01602,Worcester,Worcester,MA,86128,39.9,10105,25869,12457,17664,4241,2461,551,799
01603,ZCTA5 01603,Worcester,Worcester,MA,58797,35.3,7885,20678,10128,14213,2380,637,65,79
01604,ZCTA5 01604,Worcester,Worcester,MA,68823,36.7,16811,40724,21115,29038,5764,2228,703,512
01605,ZCTA5 01605,Worcester,Worcester,MA,51360,32.1,11683,30590,15032,19594,3396,1490,319,397
01606,ZCTA5 01606,Worcester,Worcester,MA,82640,39.9,9018,22636,11256,16147,3595,2131,338,413
01607,ZCTA5 01607,Worcester,Worcester,MA,63718,36.3,3677,8630,4244,5982,1375,365,0,54
01608,ZCTA5 01608,Worcester,Worcester,MA,41319,29.7,2253,5080,2641,3063,707,174,62,52
01609,ZCTA5 01609,Worcester,Worcester,MA,58246,31.9,8536,23256,12468,13545,2857,1989,585,649
01610,ZCTA5 01610,Worcester,Worcester,MA,39570,27.5,9082,27033,12508,14473,1804,805,158,87
01611,ZCTA5 01611,Cherry Valley,Worcester,MA,113276,41.9,766,2188,1133,1465,253,104,63,0
01612,ZCTA5 01612,Paxton,Worcester,MA,130787,36.9,1611,5013,2532,3218,897,612,76,59
01701,ZCTA5 01701,Framingham,Middlesex,MA,124532,43.5,13157,32973,16319,24114,8309,4944,582,729
01702,ZCTA5 01702,Zcta 01702,Middlesex,MA,76636,35.1,14683,38898,19717,26011,6183,3184,558,639
01718,ZCTA5 01718,Village Of Nagog,Middlesex,MA,-666666666,38.1,241,737,412,497,156,172,24,22
01719,ZCTA5 01719,Boxboro,Middlesex,MA,151207,41.8,2166,5462,2562,3682,1452,910,182,348
01720,ZCTA5 01720,Acton,Middlesex,MA,151339,44.2,8743,23081,10950,15949,5116,4994,752,1434
01721,ZCTA5 01721,Ashland,Middlesex,MA,124311,41.8,7653,18634,9166,13930,4487,3099,319,626
01730,ZCTA5 01730,Bedford,Middlesex,MA,143424,43.3,5670,14408,6854,10117,3340,2811,210,606
01731,ZCTA5 01731,Hanscom Afb,Middlesex,MA,71250,25.5,460,1784,1059,913,162,141,0,14
01740,ZCTA5 01740,Bolton,Worcester,MA,191208,40.7,1882,5653,2810,3801,1372,1072,156,331
01741,ZCTA5 01741,Carlisle,Middlesex,MA,247656,45.4,1787,5209,2801,3522,1145,1033,338,348
01742,ZCTA5 01742,Concord,Middlesex,MA,183657,46.4,6476,18311,9195,12748,3564,4271,1038,946
01745,ZCTA5 01745,Southborough,Worcester,MA,162350,35.1,213,554,204,357,149,72,22,9
01746,ZCTA5 01746,Holliston,Middlesex,MA,149614,45.1,5562,14902,7693,10488,4001,2269,330,296
01747,ZCTA5 01747,Hopedale,Worcester,MA,120750,43.3,2171,6021,2701,3976,1166,541,105,25
01748,ZCTA5 01748,Hopkinton,Middlesex,MA,191439,41.9,6674,18748,9419,12503,4408,3720,667,598
01749,ZCTA5 01749,Hudson,Middlesex,MA,103086,43.4,8055,19947,9677,14561,4018,1791,437,369
01752,ZCTA5 01752,Marlborough,Middlesex,MA,94199,38.1,16524,41391,19995,29573,7011,3924,602,483
01754,ZCTA5 01754,Maynard,Middlesex,MA,112524,40.8,4416,10671,5402,7580,2332,1615,362,476
01756,ZCTA5 01756,Mendon,Worcester,MA,135909,44.7,2054,6238,2956,4328,1579,451,69,196
01757,ZCTA5 01757,Milford,Worcester,MA,93100,40.0,11528,30411,15881,21774,4826,2000,432,201
01760,ZCTA5 01760,Natick,Middlesex,MA,133623,42.4,15466,36274,17477,26360,8891,6779,1155,1612
01770,ZCTA5 01770,Sherborn,Middlesex,MA,242688,44.3,1511,4404,2133,2915,1043,945,237,153
01772,ZCTA5 01772,Southborough,Worcester,MA,188000,42.2,3386,9867,4529,6681,2214,1785,364,377
01773,ZCTA5 01773,Lincoln,Middlesex,MA,185288,51.2,2125,5216,2443,3713,1155,1126,513,447
01775,ZCTA5 01775,Stow,Middlesex,MA,166833,41.0,2613,7111,3787,4884,1719,1430,316,165
01776,ZCTA5 01776,Sudbury,Middlesex,MA,234427,43.8,6323,18926,9338,12601,4731,3827,752,1228
01778,ZCTA5 01778,Wayland,Middlesex,MA,207721,44.0,5021,14070,6937,9656,3314,2559,791,900
01801,ZCTA5 01801,Woburn,Middlesex,MA,104780,39.2,16121,40992,20032,29258,8102,4800,287,776
01803,ZCTA5 01803,Burlington,Middlesex,MA,134189,43.9,9990,26004,12643,19085,6484,3316,611,702
01810,ZCTA5 01810,Andover,Essex,MA,162694,43.7,13361,35612,17303,24689,8643,7146,1378,1493
01821,ZCTA5 01821,Billerica,Middlesex,MA,138397,43.1,11489,30854,14968,22530,5741,3314,291,384
01824,ZCTA5 01824,South Chelmsford,Middlesex,MA,137778,43.6,9910,26612,12963,18853,5858,3915,423,456
01826,ZCTA5 01826,Dracut,Middlesex,MA,102335,41.3,12209,32309,16388,22720,5587,1628,188,407
01827,ZCTA5 01827,Dunstable,Middlesex,MA,193583,41.8,1135,3359,1747,2281,774,427,91,59
01830,ZCTA5 01830,Haverhill,Essex,MA,72195,38.5,10472,26885,13115,18606,3376,1364,431,203
01832,ZCTA5 01832,Haverhill,Essex,MA,78151,38.6,10060,25707,12584,17913,3370,1190,103,161
01833,ZCTA5 01833,Georgetown,Essex,MA,148810,41.8,3142,8389,4109,5848,2007,1024,121,117
01834,ZCTA5 01834,Groveland,Essex,MA,131952,42.2,2613,6742,3254,4893,1273,824,30,75
01835,ZCTA5 01835,Bradford,Essex,MA,102162,35.7,5444,14681,7243,9929,2367,1098,119,152
01840,ZCTA5 01840,Lawrence,Essex,MA,30696,34.9,3107,6977,2939,4473,393,164,72,0
01841,ZCTA5 01841,Lawrence,Essex,MA,51574,30.6,16881,52738,26168,31560,3064,582,181,128
01843,ZCTA5 01843,Lawrence,Essex,MA,72630,32.1,10342,28352,14618,17848,2300,937,195,51
01844,ZCTA5 01844,Methuen,Essex,MA,93739,40.6,19032,52780,25375,36835,7215,3410,337,363
01845,ZCTA5 01845,North Andover,Essex,MA,131852,38.4,11311,31624,15918,20571,6830,4251,741,439
01850,ZCTA5 01850,Lowell,Middlesex,MA,66069,33.5,5872,16806,8333,10503,1094,479,59,87
01851,ZCTA5 01851,Lowell,Middlesex,MA,79330,34.8,11353,32323,15994,21836,4046,2177,168,186
01852,ZCTA5 01852,Lowell,Middlesex,MA,76272,37.4,14694,36546,17740,25421,4742,2695,305,408
01854,ZCTA5 01854,Lowell,Middlesex,MA,66645,31.7,10424,29062,14919,17876,3266,1310,317,87
01860,ZCTA5 01860,Merrimac,Essex,MA,100321,48.2,2644,6717,3527,4903,1174,400,37,18
01862,ZCTA5 01862,North Billerica,Middlesex,MA,125159,43.1,4117,11126,6064,8555,2180,618,108,101
01863,ZCTA5 01863,North Chelmsford,Middlesex,MA,128682,42.0,3611,9570,4662,6902,1764,1105,114,157
01864,ZCTA5 01864,North Reading,Middlesex,MA,141442,43.9,5851,15529,7861,10985,3761,2009,194,296
01867,ZCTA5 01867,Reading,Middlesex,MA,154505,44.2,9492,25443,12602,17965,6169,4273,620,534
01876,ZCTA5 01876,Tewksbury,Middlesex,MA,120891,47.1,11944,30817,14726,23562,6192,2939,501,455
01879,ZCTA5 01879,Tyngsboro,Middlesex,MA,140901,37.5,4045,12385,5976,8034,2329,1312,0,201
01880,ZCTA5 01880,Wakefield,Middlesex,MA,125707,43.3,10874,27026,13495,19939,6322,3572,765,696
01886,ZCTA5 01886,Graniteville,Middlesex,MA,174424,42.4,8606,24524,12215,16114,5627,4629,556,851
01887,ZCTA5 01887,Wilmington,Middlesex,MA,151034,42.1,7925,23191,12154,15962,4845,2259,309,238
01890,ZCTA5 01890,Winchester,Middlesex,MA,208531,42.3,8066,22809,10614,15326,4322,4552,1607,1363
01901,ZCTA5 01901,Lynn,Essex,MA,20699,54.3,1076,1658,834,1470,219,209,13,0
01902,ZCTA5 01902,Lynn,Essex,MA,59445,34.9,18797,51931,25279,33501,4297,1464,547,171
01904,ZCTA5 01904,East Lynn,Essex,MA,94809,40.8,7077,20078,10367,13996,2592,1332,99,257
01905,ZCTA5 01905,West Lynn,Essex,MA,74792,33.2,8965,26986,13688,17262,2552,582,113,66
01906,ZCTA5 01906,Saugus,Essex,MA,96064,44.4,10768,28566,14013,21570,3850,1895,523,157
01907,ZCTA5 01907,Swampscott,Essex,MA,116161,45.1,6315,15208,7176,11054,3360,2300,890,465
01908,ZCTA5 01908,Nahant,Essex,MA,105867,58.1,1626,3336,1519,2697,890,530,167,97
01913,ZCTA5 01913,Amesbury,Essex,MA,91010,44.7,7588,17279,8345,12878,3401,1458,215,246
01915,ZCTA5 01915,Beverly,Essex,MA,98474,39.7,16570,41611,19960,28477,8865,4512,723,554
01921,ZCTA5 01921,Boxford,Essex,MA,203750,49.8,2879,8234,4217,5840,2304,1347,251,171
01922,ZCTA5 01922,Byfield,Essex,MA,197583,45.9,1209,3827,1771,2715,681,516,71,60
01923,ZCTA5 01923,Danvers,Essex,MA,116636,44.3,11147,27734,13039,20754,6178,2946,281,478
01929,ZCTA5 01929,Essex,Essex,MA,133026,45.0,1370,3648,1853,2575,854,649,35,91
01930,ZCTA5 01930,Gloucester,Essex,MA,84465,51.0,13259,29830,14685,23026,5363,2863,492,408
01937,ZCTA5 01937,Hathorne,Essex,MA,-666666666,53.3,0,176,152,176,12,0,14,0
01938,ZCTA5 01938,Ipswich,Essex,MA,123266,47.9,5610,13791,6640,10210,3243,1805,411,216
01940,ZCTA5 01940,Lynnfield,Essex,MA,157955,41.2,4752,13072,6210,8910,2764,2031,380,236
01944,ZCTA5 01944,Manchester,Essex,MA,209052,47.8,2101,5386,2786,3807,1796,1001,146,144
01945,ZCTA5 01945,Marblehead,Essex,MA,163561,49.6,8195,20373,9740,14681,6036,3556,833,689
01949,ZCTA5 01949,Middleton,Essex,MA,168245,44.6,3192,9668,5438,7400,1970,677,90,244
01950,ZCTA5 01950,Newburyport,Essex,MA,127306,46.5,7591,18356,8211,13325,4908,2806,456,440
01951,ZCTA5 01951,Newbury,Essex,MA,163077,57.5,1292,2896,1341,2310,792,497,88,84
01952,ZCTA5 01952,Salisbury,Essex,MA,97237,49.4,4050,9182,4513,7026,2126,870,21,144
01960,ZCTA5 01960,Peabody,Essex,MA,91032,46.8,22568,54057,25873,40166,9280,3747,645,295
01965,ZCTA5 01965,Prides Crossing,Essex,MA,241003,64.8,339,803,401,747,544,47,50,12
01966,ZCTA5 01966,Rockport,Essex,MA,95091,58.4,3282,6973,3162,5658,1664,1222,243,202
01969,ZCTA5 01969,Rowley,Essex,MA,135396,48.5,2376,6175,3013,4622,1248,837,91,77
01970,ZCTA5 01970,Salem,Essex,MA,79267,38.0,19827,44435,20176,32149,9195,4753,741,851
01982,ZCTA5 01982,South Hamilton,Essex,MA,139250,43.1,2652,7612,3714,5286,1961,1024,324,246
01983,ZCTA5 01983,Topsfield,Essex,MA,162734,43.4,2217,6532,3272,4688,1676,1094,307,156
01984,ZCTA5 01984,Wenham,Essex,MA,181982,25.3,1325,4933,2351,2467,1058,544,123,33
01985,ZCTA5 01985,West Newbury,Essex,MA,181125,50.5,1624,4521,2231,3324,1132,713,131,161
02019,ZCTA5 02019,Bellingham,Norfolk,MA,116152,38.3,6270,17025,8517,11330,2951,1306,184,135
02021,ZCTA5 02021,Canton,Norfolk,MA,130134,43.1,9649,24293,11953,17567,5793,3756,740,587
02025,ZCTA5 02025,Cohasset,Norfolk,MA,178013,44.1,3107,8330,4119,5686,2198,1458,359,47
02026,ZCTA5 02026,Dedham,Norfolk,MA,118877,43.7,10427,25150,11753,18508,5480,3555,889,402
02030,ZCTA5 02030,Dover,Norfolk,MA,250001,46.2,1887,5886,3091,3777,1232,1160,612,308
02032,ZCTA5 02032,East Walpole,Norfolk,MA,170174,37.7,1536,4847,2525,3078,1061,620,122,69
02035,ZCTA5 02035,Foxboro,Norfolk,MA,104350,42.9,7212,18476,9091,12731,4357,2625,270,320
02038,ZCTA5 02038,Franklin,Norfolk,MA,138062,42.0,12131,32777,15656,22301,6893,3793,497,1218
02043,ZCTA5 02043,Hingham,Plymouth,MA,170326,46.0,9230,24143,11683,16759,6459,4027,1170,693
02045,ZCTA5 02045,Hull,Plymouth,MA,128022,54.2,4504,10116,4656,8198,2288,1181,493,282
02047,ZCTA5 02047,Humarock,Plymouth,MA,-666666666,43.2,101,218,92,189,48,0,34,0
02048,ZCTA5 02048,Mansfield,Bristol,MA,125506,41.3,8880,23831,11456,16722,5001,2698,359,556
02050,ZCTA5 02050,Marshfield,Plymouth,MA,118633,46.3,10304,25915,12801,18730,6174,2724,392,302
02052,ZCTA5 02052,Medfield,Norfolk,MA,215099,40.9,4463,12844,6407,8365,3334,2180,607,291
02053,ZCTA5 02053,Medway,Norfolk,MA,165614,39.2,4539,13164,6154,9172,3492,1468,296,91
02054,ZCTA5 02054,Millis,Norfolk,MA,140816,45.6,3172,8565,3999,6145,1837,886,233,67
02056,ZCTA5 02056,Norfolk,Norfolk,MA,182716,41.1,3291,11527,6507,8111,2620,1499,221,112
02061,ZCTA5 02061,Norwell,Plymouth,MA,179777,38.6,3607,11281,5638,7184,2937,1293,358,143
02062,ZCTA5 02062,Norwood,Norfolk,MA,98653,39.0,13114,31343,15499,23082,7238,3711,554,721
02066,ZCTA5 02066,Scituate,Plymouth,MA,127255,48.4,7536,18718,8675,13386,5339,2768,660,254
02067,ZCTA5 02067,Sharon,Norfolk,MA,181545,41.9,6386,18473,8851,12656,4215,3505,881,815
02071,ZCTA5 02071,South Walpole,Norfolk,MA,200496,30.9,476,1480,759,1021,643,28,29,37
02072,ZCTA5 02072,Stoughton,Norfolk,MA,98145,45.7,10858,29051,13354,21490,4818,2969,411,225
02081,ZCTA5 02081,Walpole,Norfolk,MA,141599,42.3,7345,19990,9653,13734,4899,2382,293,274
02090,ZCTA5 02090,Westwood,Norfolk,MA,192887,42.7,5377,16149,7770,10513,3853,2382,670,591
02093,ZCTA5 02093,Wrentham,Norfolk,MA,151833,47.3,4436,12173,6365,8897,3005,1442,316,135
02108,ZCTA5 02108,Boston,Suffolk,MA,170379,38.7,2002,4218,2269,3020,960,758,268,304
02109,ZCTA5 02109,Boston,Suffolk,MA,162179,35.4,1993,3559,1630,3136,1333,593,341,290
02110,ZCTA5 02110,Boston,Suffolk,MA,126157,51.6,1312,2337,1193,1989,690,582,311,107
02111,ZCTA5 02111,Boston,Suffolk,MA,72321,30.7,3746,8417,4212,5182,1290,1122,428,349
02113,ZCTA5 02113,Boston,Suffolk,MA,106625,30.0,4042,6688,3153,5032,2537,893,400,247
02114,ZCTA5 02114,Boston,Suffolk,MA,121418,32.7,7719,13356,7140,11335,4739,2549,1220,1005
02115,ZCTA5 02115,Boston,Suffolk,MA,51454,22.1,9845,27838,12824,11575,4475,2065,659,564
02116,ZCTA5 02116,Boston,Suffolk,MA,131648,34.4,11915,22286,10115,16400,5225,4321,2147,979
02118,ZCTA5 02118,Roxbury,Suffolk,MA,74155,37.3,14133,28392,14030,22071,6243,2983,1885,975
02119,ZCTA5 02119,Roxbury,Suffolk,MA,37158,34.7,11823,26821,12689,18324,3520,1465,349,305
02120,ZCTA5 02120,Roxbury,Suffolk,MA,51698,23.8,4584,14364,7294,6602,1642,687,354,184
02121,ZCTA5 02121,Dorchester,Suffolk,MA,42411,33.2,10513,29820,13532,19207,2480,1241,230,79
02122,ZCTA5 02122,Dorchester,Suffolk,MA,81025,36.6,9449,24705,12456,17905,3913,2099,310,77
02124,ZCTA5 02124,Dorchester,Suffolk,MA,72189,36.3,19166,55336,26038,37415,6663,3646,548,485
02125,ZCTA5 02125,Dorchester,Suffolk,MA,64983,33.6,13284,31903,14889,22574,5175,3003,583,349
02126,ZCTA5 02126,Mattapan,Suffolk,MA,66689,36.9,8539,24994,11321,17536,2385,1425,227,105
02127,ZCTA5 02127,South Boston,Suffolk,MA,145357,32.4,17406,36175,17485,29130,12978,5213,1420,766
02128,ZCTA5 02128,East Boston,Suffolk,MA,84023,33.7,17308,45357,24026,33254,7648,2912,697,571
02129,ZCTA5 02129,Charlestown,Suffolk,MA,146815,35.8,9187,19832,9206,15026,5268,3390,1466,483
02130,ZCTA5 02130,Jamaica Plain,Suffolk,MA,114933,35.0,17922,41479,19595,32085,8847,7976,3148,2714
02131,ZCTA5 02131,Roslindale,Suffolk,MA,101566,38.5,12371,31637,15264,23402,5747,4109,1199,693
02132,ZCTA5 02132,West Roxbury,Suffolk,MA,132457,43.6,10967,26488,12928,20253,6290,4151,1390,1207
02133,ZCTA5 02133,Boston,Suffolk,MA,-666666666,-666666666.0,0,0,0,0,0,0,0,0
02134,ZCTA5 02134,Allston,Suffolk,MA,80027,27.8,8058,17969,9193,12268,5072,3037,380,855
02135,ZCTA5 02135,Brighton,Suffolk,MA,87603,30.2,20713,44480,21834,33606,13574,6931,1736,1620
02136,ZCTA5 02136,Hyde Park,Suffolk,MA,91579,37.7,13591,39498,18516,27701,5705,2699,400,323
02138,ZCTA5 02138,Cambridge,Middlesex,MA,118320,29.2,14480,38006,18537,23115,7041,7273,1803,3927
02139,ZCTA5 02139,Cambridge,Middlesex,MA,117124,29.8,15995,39856,20481,26731,8434,6397,1554,4032
02140,ZCTA5 02140,North Cambridge,Middlesex,MA,137792,34.7,9949,21553,10708,16378,4466,5163,1350,2058
02141,ZCTA5 02141,East Cambridge,Middlesex,MA,103451,31.4,7069,14402,7172,10449,3082,2677,415,1263
02142,ZCTA5 02142,Cambridge,Middlesex,MA,150294,30.9,2140,4474,2379,3613,1328,869,123,957
02143,ZCTA5 02143,Somerville,Middlesex,MA,118440,32.8,12074,25329,12373,20262,7445,4882,719,1849
02144,ZCTA5 02144,Somerville,Middlesex,MA,133627,31.4,11203,25022,12339,18646,7179,4407,757,1654
02145,ZCTA5 02145,Somerville,Middlesex,MA,113469,33.5,11608,27692,14235,21115,6523,3253,675,886
02148,ZCTA5 02148,Malden,Middlesex,MA,90295,35.4,25809,65463,33848,47167,11916,6160,896,1583
02149,ZCTA5 02149,Everett,Middlesex,MA,77796,36.0,17054,48685,25654,34104,5581,1695,450,309
02150,ZCTA5 02150,Chelsea,Suffolk,MA,70968,34.5,13371,39875,20891,27059,4029,1289,370,163
02151,ZCTA5 02151,Revere,Suffolk,MA,78882,39.6,21555,60592,29976,44379,7263,2766,589,317
02152,ZCTA5 02152,Winthrop,Suffolk,MA,98901,44.7,8328,19031,8871,14567,4096,1551,346,373
02155,ZCTA5 02155,Medford,Middlesex,MA,115048,34.5,25368,63873,30295,45531,13864,8025,1461,2161
02163,ZCTA5 02163,Cambridge,Suffolk,MA,67969,26.5,453,1994,1121,1081,672,329,29,5
02169,ZCTA5 02169,Quincy,Norfolk,MA,86335,37.8,28034,60938,30664,46846,12414,7433,901,902
02170,ZCTA5 02170,Quincy,Norfolk,MA,97362,38.2,8101,19928,10086,15518,4301,1845,446,288
02171,ZCTA5 02171,Quincy,Norfolk,MA,101013,41.0,8778,19882,10105,15593,4598,2429,554,422
02176,ZCTA5 02176,Melrose,Middlesex,MA,126305,43.1,12037,29477,14355,21819,7237,4455,585,1093
